index,question,intent,question_gen
720,Thành phần nào mô tả xác suất chuyển giữa các trạng thái ẩn trong HMM?,tra_cuu,Thành phần nào thể hiện xác suất chuyển đổi giữa các trạng thái ẩn trong mô hình HMM?
721,"Theo định luật Kepler, tất cả các hành tinh chuyển động trên quỹ đạo nào, và vận tốc bán kính nối từ Mặt Trời đến hành tinh quét diện tích trong thời gian bằng nhau có ý nghĩa gì?",tra_cuu,"Theo định luật đầu tiên của Kepler, hình dạng của quỹ đạo mà một hành tinh chuyển động quanh Mặt Trời là gì?"
723,Hiện tượng nào giải thích được cả màu sắc cầu vồng và màu đỏ cam lúc hoàng hôn?,tra_cuu,Hiện tượng nào đã tạo ra màu xanh của bầu trời vào ban ngày?
724,"Yếu tố ""đầu ra = 1 nếu dự đoán đúng và = 0 nếu ngược lại"" nằm trong các đo độ nào được nhắc đến trong tài liệu?",tra_cuu,"Yếu tố ""đầu ra = 1 nếu đúng và = 0 nếu sai"" được đề cập trong các độ đo nào trong tài liệu?"
725,"Một sóng cơ truyền dọc theo sợi dây có vận tốc 
v=20m/s. Biết tần số của sóng là 
f=5Hz. Bước sóng của sóng này bằng bao nhiêu?",tinh_toan,Vận tốc của sóng truyền dọc theo dây là bao nhiêu nếu biết rằng lực căng dây và khối lượng trên một đơn vị chiều dài của dây là hằng số?
726,Hiện tượng con quay hồi chuyển không bị đổ khi quay nhanh là do:,tra_cuu,Tại sao con quay không bị lật khi đang quay với tốc độ cao?
727,Tiêu chuẩn Rayleigh dùng để làm gì?,tra_cuu,Tiêu chuẩn Rayleigh giúp xác định điều gì trong việc phân giải ảnh của các nguồn sáng?
728,"Nếu ảnh đầu vào có kích thước 32×32, bộ lọc 5×5, stride = 1, padding = 0, thì kích thước đầu ra là bao nhiêu?",tinh_toan,"Nếu ma trận đầu vào có chiều rộng 32, kích thước bộ lọc là 5, bước nhảy bằng 1 và không có viền, kích thước ma trận đầu ra sẽ là bao nhiêu?"
729,Chìa khóa giúp LSTM truyền tải thông tin xuyên suốt nhiều bước thời gian là gì?,tra_cuu,Yếu tố nào trong LSTM cho phép lưu trữ và truyền tải thông tin cần thiết xuyên suốt qua các giai đoạn?
730,"Trong vật lý, những đại lượng nào là vô hướng?",tra_cuu,Những đặc điểm nào của đại lượng vô hướng?
731,Các thành phần nào thuộc cơ chế Lighten Cross-Attention (LCA)?,tra_cuu,Các thành phần chính của khối Lighten Cross-Attention (LCA) là gì?
732,"Đối với sóng cơ học, (1) cần có điều kiện gì để sóng truyền được, và (2) khi sóng truyền thì năng lượng có đặc điểm gì?",tra_cuu,"Đối với sóng cơ học, (1) môi trường nào là cần thiết để sóng có thể lan truyền, và (2) khi sóng di chuyển thì nó mang theo đặc điểm gì về năng lượng?"
733,Nội dung chính của tài liệu Hidden Markov Model là gì?,tra_cuu,Nội dung chính của mô hình Hidden Markov Model là gì?
734,"Trong sóng ngang, các phần tử của môi trường dao động theo hướng nào?",tra_cuu,"Trong sóng ngang, các phần tử của môi trường chuyển động theo phương nào?"
736,Phương pháp chuyển đổi nhị phân (BR) được hiểu như thế nào?,tra_cuu,Phương pháp chuyển đổi nhị phân (BR) xây dựng bao nhiêu bộ phân lớp cho mỗi nhãn trong tập L?
738,"Trong công thức tính xác suất đồng thời P(X1, X2... Xn) của mạng Bayes có một tham số khác, đó là gì?",tra_cuu,"Trong công thức xác suất đồng thời P(X1, X2... Xn) của mạng Bayes, yếu tố nào được sử dụng để tính toán xác suất của mỗi biến?"
739,Phương pháp chuyển đổi nhị phân được sử dụng trong các thuật toán MLL nào (được nhắc đến trong tài liệu)?,tra_cuu,Phương pháp nào được đề cập trong tài liệu là phương pháp chuyển đổi nhị phân để xây dựng các bộ phân lớp riêng biệt cho từng nhãn?
740,"Với ma trận trực giao U (UTU=IU^TU=IUTU=I), biểu diễn toạ độ mới yyy của một vector xxx trong hệ cơ sở U là gì?",tra_cuu,"Với ma trận trực giao U, công thức nào biểu diễn toạ độ mới y của vector x trong hệ cơ sở U?"
741,"Theo tài liệu Public_195, Trí tuệ nhân tạo (AI) trong giáo dục bắt đầu được biết đến mạnh mẽ từ năm nào?",tra_cuu,Trí tuệ nhân tạo trong lĩnh vực giáo dục bắt đầu được biết đến rõ ràng từ thời điểm nào?
742,"Theo tài liệu, trong mô hình phòng vệ theo chiều sâu (Defence in Depth), yếu tố nào được coi là lớp bảo vệ đầu tiên?",tra_cuu,"Trong mô hình phòng vệ theo chiều sâu, lớp bảo vệ nào được xác định là lớp đầu tiên trong bảy lớp bảo vệ?"
744,"Theo tài liệu Public_180, Stress Testing và Soak Testing là gì?",tra_cuu,Soak Testing có mục đích gì trong kiểm tra hiệu suất hệ thống?
745,"Theo tài liệu Public_194, MongoDB là gì?",tra_cuu,"Theo tài liệu Public_194, MongoDB thuộc loại cơ sở dữ liệu nào?"
746,"Khi lựa chọn công cụ AI để thiết kế học liệu điện tử, giáo viên nên ưu tiên tiêu chí nào quan trọng nhất để đảm bảo hiệu quả dạy học?",tra_cuu,Giáo viên nên căn cứ vào tiêu chí nào khi đánh giá các công cụ AI để lựa chọn thiết kế học liệu điện tử hiệu quả?
747,Nêu 1 ưu điểm và 1 nhược điểm của Oracle được đề cập trong tài liệu Public_190.,tra_cuu,Nêu một lợi thế và một bất lợi của Oracle Database được đề cập trong văn bản.
748,"Trong bảy vùng của hạ tầng CNTT, nếu một tổ chức chỉ tập trung bảo mật kỹ ở vùng WAN mà bỏ qua vùng Người dùng (User domain), hệ quả nào có khả năng xảy ra nhất?",tra_cuu,"Trong bảy vùng của hạ tầng CNTT, nếu một tổ chức chỉ tập trung bảo mật kỹ ở vùng người dùng mà bỏ qua vùng máy trạm, hệ quả nào có khả năng xảy ra nhất?"
749,"Trong giải thuật DES, kích thước hiệu dụng của khóa là bao nhiêu bit?",tra_cuu,"Trong giải thuật DES, kích thước khóa thực sử dụng là bao nhiêu bit?"
750,Các giai đoạn phát triển phần mềm,tra_cuu,Hai giai đoạn nào trong quy trình phát triển phần mềm mà DevOps nhằm tối ưu hóa?
751,"Trong tấn công DoS/DDoS, mục tiêu chính của kẻ tấn công là gì?",tra_cuu,Mục tiêu chính của kẻ tấn công trong các cuộc tấn công từ chối dịch vụ (DoS) là gì?
752,"Dựa vào tài liệu Public_254, nếu mục tiêu là giấu thông tin trong ảnh rồi truyền đi mà vẫn muốn thông tin ẩn không bị mất khi ảnh bị nén bằng phương pháp không làm mất dữ liệu hoặc chỉnh sửa nhẹ, định dạng ảnh nào là lựa chọn phù hợp nhất?",tra_cuu,"Dựa vào đoạn văn, định dạng ảnh nào được mô tả là có khả năng lưu trữ hình ảnh kỹ thuật số bitmap và hỗ trợ giấu tin mà không bị mất thông tin khi nén?"
753,Điện dung ký hiệu trên tụ gốm thường được ghi theo dạng nào?,tra_cuu,Điện dung của tụ gốm thường nằm trong khoảng nào?
754,Xác định đúng sự kết hợp giữa “loại HTTT” và “vai trò chính” mà văn bản mô tả:,tra_cuu,Xác định sự kết hợp chính xác giữa “giai đoạn phát triển HTTT” và “hoạt động cụ thể” được nêu trong văn bản:
755,"Qua nội dung của tài liệu Public_166, có thể rút ra nhận định tổng quan nào về quản lý an toàn thông tin?",tra_cuu,"Qua nội dung của tài liệu Public_166, các bước nào trong quy trình quản lý an toàn thông tin cần được thực hiện để bảo vệ tài sản?"
756,Các đóng góp cụ thể và cơ chế chính của cách mạng kỹ thuật số trong việc thúc đẩy các mục tiêu phát triển bền vững là gì?,tra_cuu,Cách mạng kỹ thuật số đóng vai trò gì trong việc đạt được các Mục tiêu Phát triển bền vững theo sáng kiến TWI2050?
757,Tấn công SYN Flood khai thác điểm yếu nào trong giao thức TCP?,tra_cuu,Tấn công SYN Flood chủ yếu gây ảnh hưởng đến tài nguyên nào của máy nạn nhân?
758,"Theo tài liệu Public_175, người dùng cần có những điều kiện cơ bản nào để sử dụng Zoiper?",tra_cuu,"Theo tài liệu Public_175, người dùng cần có những gì để sử dụng ứng dụng Zoiper?"
759,"Trong tài liệu có nêu: vi rút, sâu và zombie đều có khả năng tự lây nhiễm (self-infection/self-replicate). Nếu hệ thống bị nhiễm cả vi rút và sâu, nguy cơ nào là đáng lo ngại nhất?",tra_cuu,"Nếu một hệ thống bị tấn công bởi cả sâu và vi rút, điều nào sau đây có thể gây ra hậu quả nghiêm trọng hơn?"
760,"Theo Phụ lục III, phương thức kết nối đến Cổng dịch vụ chứng thực chữ ký số công cộng là gì?",tra_cuu,"Theo hướng dẫn tại Phụ lục III, giao thức nào được sử dụng để kết nối với Cổng eSign?"
761,"Theo kịch bản tấn công Smurf, nếu một mạng LAN có 200 máy và tất cả đều phản hồi ICMP về máy nạn nhân, điều gì có thể xảy ra?",tra_cuu,"Theo mô hình tấn công Smurf, nếu có một mạng LAN với 200 máy gửi phản hồi ICMP về máy nạn nhân, điều gì có thể xảy ra?"
762,Kafka ban đầu được phát triển bởi ai?,tra_cuu,Ai là tổ chức phát triển ban đầu của Apache Kafka?
763,Văn bản phân biệt “di chuyển cơ sở dữ liệu” và “sao chép cơ sở dữ liệu” như thế nào?,tra_cuu,"Văn bản giải thích sự khác biệt giữa ""chuyển dữ liệu"" và ""sao chép dữ liệu"" như thế nào?"
764,"Qua việc so sánh DES, 3-DES và AES, có thể rút ra nhận định tổng quan nào về xu hướng phát triển của các giải thuật mã hóa khóa đối xứng?",tra_cuu,"Dựa vào đoạn văn, đâu là kích thước khóa tối thiểu được xem là không an toàn trong mã hóa khóa đối xứng?"
766,Thuật toán mật mã nào bắt buộc áp dụng cho chữ ký số theo quy định kỹ thuật trong Thông tư?,tra_cuu,Thuật toán nào được yêu cầu áp dụng cho chữ ký số theo quy định trong tiêu chuẩn TCVN 7635:2007?
768,"Theo Microsoft, lỗ hổng bảo mật được phân loại theo mấy mức độ nghiêm trọng?",tra_cuu,"Theo Microsoft, các lỗ hổng bảo mật được phân loại thành mấy mức độ nghiêm trọng khác nhau?"
769,"Nếu một nhóm phát triển muốn xem xét thay đổi từ repository từ xa trước khi quyết định có nên hợp nhất chúng vào nhánh chính hay không, theo văn bản, họ nên sử dụng thao tác nào, và lý do?",tra_cuu,"Nếu một nhóm phát triển muốn tải về các thay đổi mới từ một repository từ xa mà không muốn hợp nhất chúng ngay lập tức, họ nên thực hiện thao tác nào và tại sao?"
770,Devops khác biệt gì so với Sysadmin?,tra_cuu,DevOps Engineer cần những kỹ năng gì để tự động hóa hệ thống?
771,Zoiper có thể hỗ trợ nhiều giao thức kết nối và nhiều nền tảng thiết bị. Phần mềm này hỗ trợ những giao thức nào và có thể cài đặt trên những hệ điều hành nào?,tra_cuu,Zoiper hỗ trợ những giao thức nào và có thể được cài đặt trên các hệ điều hành nào?
772,"Trong phần “Ưu điểm của PostgreSQL”, văn bản liệt kê những điểm nào?",tra_cuu,"Trong phần ""Ưu điểm của việc sử dụng PostgreSQL"", những lợi thế nào được đề cập?"
774,"Trong học phần An toàn mạng (Network Security), người học cần đạt được những chuẩn đầu ra nào sau đây?",tra_cuu,"Trong học phần An toàn thông tin, người học cần đạt được những khả năng nào theo các chuẩn đầu ra?"
775,"Theo tài liệu, mã hóa khóa đối xứng còn được gọi bằng tên nào?",tra_cuu,Mã hóa khóa đối xứng còn được biết đến với tên gọi nào khác?
776,"Khi tạo nhóm làm việc mới trong Tableau, sau khi nhập tên nhóm, người dùng cần thao tác gì tiếp theo?",tra_cuu,"Sau khi nhập tên nhóm trong Tableau, người dùng cần thực hiện thao tác nào tiếp theo?"
